Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
4.2457,61.1069,37.4561,520.4511,0.14846,0.093317,0.98451,17.276,10.6298,126.9817,0.036142,-0.049128,-0.00079434,-0.23572,-0.16494,-10.3753,-0.21049,0.28441,0.0047829,0.010723,0.01091,0.39525,-1.0643,-0.74472,-46.8444,-0.19565,0.26437,0.0044458,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13527,143.4961,
4.2655,61.4485,37.6662,522.9599,0.14756,0.092654,0.9847,17.2711,10.6264,126.7768,0.031732,-0.043156,-0.00069531,-0.25265,-0.17707,-10.3701,-0.23512,0.31896,0.0052221,0.012107,0.012271,0.39525,-1.1407,-0.79948,-46.8211,-0.21855,0.29648,0.004854,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13519,143.5036,
4.2852,61.7899,37.8763,525.4645,0.14679,0.092081,0.98487,17.266,10.6228,126.572,0.026866,-0.036544,-0.00058831,-0.26739,-0.18757,-10.3654,-0.25649,0.34907,0.0055913,0.013333,0.013472,0.39525,-1.2073,-0.84689,-46.7997,-0.23841,0.32447,0.0051972,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13512,143.5111,
4.305,62.1312,38.0863,527.9652,0.14615,0.091607,0.98501,17.2606,10.619,126.3673,0.021612,-0.029383,-0.0004747,-0.27976,-0.19634,-10.361,-0.27439,0.37445,0.0058869,0.014389,0.014501,0.39525,-1.2631,-0.88648,-46.78,-0.25505,0.34806,0.005472,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13505,143.5186,
4.3248,62.4725,38.2962,530.4617,0.14565,0.091238,0.98512,17.2549,10.615,126.1627,0.016039,-0.021769,-0.000356,-0.28966,-0.20329,-10.3571,-0.28865,0.39486,0.0061062,0.015262,0.015345,0.39525,-1.3078,-0.91785,-46.7622,-0.26831,0.36703,0.0056758,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13497,143.5261,
4.3446,62.8136,38.5061,532.9543,0.1453,0.090981,0.9852,17.2491,10.611,125.9582,0.010222,-0.013802,-0.00023375,-0.297,-0.20836,-10.3535,-0.29917,0.41013,0.0062477,0.015942,0.015995,0.39525,-1.3409,-0.94075,-46.7462,-0.27808,0.38122,0.0058073,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1349,143.5335,
4.3643,63.1546,38.7158,535.4427,0.14511,0.09084,0.98524,17.2432,10.6068,125.7537,0.0042341,-0.0055851,-0.00010948,-0.30172,-0.21152,-10.3504,-0.30586,0.42016,0.0063106,0.016424,0.016446,0.39525,-1.3622,-0.95503,-46.7319,-0.2843,0.39054,0.0058658,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13483,143.541,
4.3811,63.4437,38.8936,537.5499,0.14508,0.090812,0.98524,17.2381,10.6033,125.5803,-0.00092101,0.0015023,-3.6442e-06,-0.30366,-0.2127,-10.348,-0.30854,0.42453,0.0063027,0.016675,0.016669,0.39525,-1.371,-0.96036,-46.7212,-0.28679,0.39461,0.0058584,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13477,143.5473,
4.3979,63.7327,39.0714,539.6542,0.14516,0.09087,0.98523,17.233,10.5997,125.407,-0.0060979,0.0086312,0.00010159,-0.30372,-0.21251,-10.3459,-0.30847,0.42513,0.0062392,0.016777,0.016745,0.39525,-1.3713,-0.9595,-46.7118,-0.28673,0.39517,0.0057995,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13471,143.5536,
4.4146,64.0216,39.2491,541.7556,0.14536,0.091014,0.98518,17.228,10.5961,125.2337,-0.011251,0.015739,0.00020529,-0.30192,-0.21097,-10.3441,-0.30571,0.422,0.0061216,0.016733,0.016673,0.39525,-1.3632,-0.95254,-46.7036,-0.28416,0.39226,0.0056901,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13464,143.5598,
4.4314,64.3104,39.4268,543.854,0.14568,0.091243,0.98512,17.2229,10.5926,125.0604,-0.016335,0.022763,0.00030657,-0.2983,-0.20811,-10.3426,-0.30031,0.41523,0.0059513,0.016544,0.016457,0.39525,-1.3468,-0.93962,-46.6966,-0.27914,0.38596,0.0055319,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13458,143.5661,
4.4474,64.586,39.5962,545.8537,0.14609,0.091539,0.98503,17.2182,10.5893,124.8951,-0.021083,0.029333,0.00040019,-0.29321,-0.20419,-10.3413,-0.29278,0.40547,0.0057418,0.01623,0.016118,0.39525,-1.3239,-0.92193,-46.6911,-0.27214,0.37689,0.0053371,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13453,143.5721,
4.4634,64.8614,39.7656,547.8508,0.1466,0.091908,0.98492,17.2136,10.5861,124.7298,-0.025693,0.035722,0.00049009,-0.28658,-0.19916,-10.3403,-0.28302,0.39262,0.0054886,0.01579,0.015653,0.39525,-1.2939,-0.89921,-46.6867,-0.26307,0.36495,0.0051018,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13447,143.5781,
4.4794,65.1368,39.935,549.8452,0.14722,0.09235,0.98478,17.209,10.583,124.5645,-0.030129,0.041881,0.0005756,-0.27848,-0.19307,-10.3396,-0.27113,0.37682,0.0051941,0.015227,0.015066,0.39525,-1.2573,-0.87171,-46.6832,-0.25202,0.35026,0.004828,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13441,143.584,
4.4954,65.4121,40.1043,551.8369,0.14792,0.09286,0.98463,17.2046,10.5799,124.3993,-0.034358,0.047766,0.00065609,-0.26899,-0.18598,-10.3391,-0.25725,0.35824,0.0048612,0.014547,0.014364,0.39525,-1.2145,-0.8397,-46.6809,-0.23912,0.33299,0.0045186,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13435,143.59,
4.5114,65.6876,40.2737,553.8277,0.14872,0.093435,0.98446,17.2004,10.577,124.2339,-0.038354,0.053336,0.00073104,-0.2582,-0.17796,-10.3388,-0.24149,0.33704,0.0044926,0.013756,0.013551,0.39525,-1.1658,-0.80347,-46.6795,-0.22447,0.31329,0.004176,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13429,143.5959,
4.5274,65.963,40.443,555.8158,0.1496,0.094071,0.98426,17.1964,10.5742,124.0685,-0.042084,0.058548,0.00079982,-0.24622,-0.16908,-10.3387,-0.22402,0.31344,0.0040919,0.012861,0.012636,0.39525,-1.1117,-0.76339,-46.6791,-0.20823,0.29135,0.0038034,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13424,143.6019,
4.5434,66.2384,40.6124,557.8013,0.15056,0.094764,0.98405,17.1925,10.5716,123.9031,-0.045521,0.063363,0.00086193,-0.23317,-0.15943,-10.3388,-0.205,0.28766,0.0036624,0.01187,0.011626,0.39525,-1.0527,-0.71982,-46.6796,-0.19055,0.26739,0.0034043,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13418,143.6078,
4.5595,66.5137,40.7816,559.7841,0.15159,0.095508,0.98382,17.1889,10.5691,123.7377,-0.048642,0.06775,0.00091697,-0.21914,-0.14909,-10.3391,-0.18459,0.25993,0.0032081,0.010791,0.01053,0.39525,-0.98942,-0.67314,-46.681,-0.17158,0.24161,0.0029819,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13412,143.6138,
4.5759,66.7967,40.9557,561.8204,0.15272,0.096322,0.98356,17.1854,10.5668,123.5676,-0.0515,0.071783,0.00096581,-0.20384,-0.13784,-10.3396,-0.16234,0.22963,0.0027187,0.0095994,0.009322,0.39525,-0.92034,-0.62233,-46.6833,-0.1509,0.21345,0.0025271,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13406,143.6198,
4.5924,67.0797,41.1297,563.8539,0.15391,0.097179,0.98329,17.1822,10.5646,123.3975,-0.053983,0.075305,0.0010064,-0.18779,-0.12605,-10.3403,-0.13902,0.1978,0.0022113,0.0083345,0.0080432,0.39525,-0.84785,-0.56913,-46.6865,-0.12922,0.18386,0.0020554,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.134,143.6259,
4.6089,67.3626,41.3036,565.8846,0.15515,0.098073,0.98301,17.1793,10.5626,123.2273,-0.056074,0.078291,0.0010386,-0.17112,-0.11384,-10.3412,-0.11483,0.16472,0.0016901,0.0070075,0.0067043,0.39525,-0.7726,-0.51399,-46.6904,-0.10674,0.15311,0.001571,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13394,143.632,
4.6253,67.6455,41.4775,567.9125,0.15644,0.098998,0.98271,17.1766,10.5608,123.0572,-0.057761,0.080725,0.001062,-0.15398,-0.1013,-10.3422,-0.089979,0.13068,0.0011595,0.0056295,0.0053165,0.39525,-0.69523,-0.45739,-46.695,-0.083637,0.12147,0.0010778,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13388,143.6381,
4.6428,67.9454,41.6619,570.0597,0.15784,0.1,0.98239,17.1741,10.5592,122.8768,-0.059098,0.082686,0.0010773,-0.13546,-0.087778,-10.3434,-0.063141,0.093846,0.00059153,0.0041255,0.0038047,0.39525,-0.61161,-0.39632,-46.7005,-0.05869,0.087231,0.00054983,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13382,143.6445,
4.6602,68.2453,41.8463,572.2038,0.15927,0.10103,0.98205,17.1718,10.5578,122.6963,-0.059965,0.084,0.0010827,-0.11675,-0.074133,-10.3448,-0.036048,0.056603,2.3159e-05,0.0025919,0.002266,0.39525,-0.52712,-0.33471,-46.7066,-0.033507,0.052614,2.1526e-05,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13376,143.6509,
4.6777,68.5451,42.0307,574.3447,0.16071,0.10206,0.98171,17.17,10.5566,122.5158,-0.060357,0.084662,0.0010782,-0.098014,-0.060494,-10.3462,-0.0089502,0.019292,-0.00054045,0.0010463,0.00072109,0.39525,-0.44253,-0.27313,-46.7131,-0.0083193,0.017932,-0.00050236,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1337,143.6573,
4.6952,68.8449,42.215,576.4825,0.16216,0.1031,0.98136,17.1684,10.5557,122.3353,-0.060278,0.084675,0.0010639,-0.079523,-0.047045,-10.3483,0.01791,-0.017753,-0.0010943,0.00053732,0.00085889,0.39525,-0.35905,-0.21241,-46.7225,0.016647,-0.016502,-0.0010172,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13364,143.6637,
4.7147,69.1806,42.4214,578.8728,0.16378,0.10426,0.98097,17.1671,10.5549,122.1331,-0.059639,0.083928,0.0010366,-0.059403,-0.032417,-10.3519,0.047417,-0.05852,-0.0016971,0.0022483,0.0025746,0.39525,-0.26821,-0.14636,-46.7389,0.044075,-0.054395,-0.0015775,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13357,143.6708,
4.7343,69.5163,42.6278,581.2592,0.16537,0.10539,0.98058,17.1661,10.5544,121.9309,-0.05843,0.082394,0.00099768,-0.039889,-0.018255,-10.3555,0.076007,-0.098096,-0.0022751,0.0039388,0.0042598,0.39525,-0.1801,-0.082422,-46.755,0.07065,-0.091182,-0.0021148,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1335,143.678,
4.7538,69.852,42.8342,583.6416,0.16693,0.1065,0.9802,17.1655,10.5542,121.7285,-0.056674,0.080102,0.00094776,-0.021183,-0.0047082,-10.3589,0.10338,-0.13606,-0.0028222,0.0055783,0.0058907,0.39525,-0.09564,-0.021258,-46.7705,0.096089,-0.12647,-0.0026233,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13343,143.6851,
4.7734,70.1877,43.0406,586.0201,0.16844,0.10757,0.97983,17.1653,10.5542,121.5261,-0.054397,0.077086,0.00088751,-0.0034743,0.0080878,-10.3622,0.12924,-0.17202,-0.0033329,0.0071483,0.0074493,0.39525,-0.015687,0.036516,-46.7851,0.12013,-0.15989,-0.003098,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13336,143.6922,
4.7999,70.642,43.3199,589.2325,0.17037,0.10893,0.97934,17.1655,10.5546,121.2521,-0.050543,0.071929,0.00079094,0.018599,0.02399,-10.3661,0.1614,-0.21685,-0.003957,0.0091329,0.009414,0.39525,0.083976,0.10832,-46.8028,0.15003,-0.20157,-0.0036781,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13327,143.7018,
4.8263,71.0962,43.5992,592.4378,0.17215,0.11019,0.97889,17.1662,10.5554,120.978,-0.045887,0.065654,0.00067896,0.038146,0.038013,-10.3693,0.18976,-0.25655,-0.0044938,0.010921,0.011178,0.39525,0.17223,0.17163,-46.8175,0.17639,-0.23847,-0.0041771,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13318,143.7114,
4.8528,71.5506,43.8786,595.6358,0.17376,0.11131,0.97848,17.1675,10.5566,120.7038,-0.040537,0.058402,0.0005539,0.054842,0.049924,-10.3718,0.21384,-0.29043,-0.0049342,0.012479,0.012707,0.39525,0.24761,0.22541,-46.8286,0.19877,-0.26996,-0.0045865,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13308,143.721,
4.8793,72.0049,44.158,598.8265,0.17516,0.11229,0.97811,17.1691,10.5581,120.4296,-0.03461,0.050337,0.00041855,0.06844,0.059548,-10.3733,0.23326,-0.31796,-0.0052715,0.013779,0.013976,0.39525,0.309,0.26886,-46.8355,0.21682,-0.29555,-0.0048999,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13299,143.7305,
4.9008,72.3752,44.3857,601.4216,0.17615,0.11296,0.97786,17.1707,10.5594,120.2061,-0.029441,0.043282,0.00030262,0.077103,0.06561,-10.3738,0.24545,-0.33542,-0.0054668,0.014632,0.014801,0.39525,0.34812,0.29623,-46.8377,0.22815,-0.31178,-0.0050815,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13292,143.7383,
4.9224,72.7456,44.6135,604.0119,0.17699,0.11353,0.97764,17.1724,10.5609,119.9825,-0.024046,0.035901,0.00018327,0.083517,0.070022,-10.3736,0.25427,-0.34826,-0.005589,0.015289,0.015428,0.39525,0.37708,0.31615,-46.8367,0.23634,-0.32371,-0.005195,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13284,143.746,
4.944,73.116,44.8413,606.5973,0.17766,0.11398,0.97747,17.1743,10.5624,119.759,-0.018498,0.028294,6.2061e-05,0.087647,0.072757,-10.3726,0.25965,-0.35638,-0.0056375,0.015743,0.015852,0.39525,0.39572,0.3285,-46.8323,0.24135,-0.33126,-0.0052401,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13277,143.7537,
4.9655,73.4864,45.0691,609.1779,0.17818,0.11431,0.97734,17.1762,10.564,119.5355,-0.012871,0.020562,-5.9414e-05,0.089486,0.073818,-10.3709,0.2616,-0.35977,-0.0056129,0.01599,0.016068,0.39525,0.40403,0.33329,-46.8245,0.24316,-0.33441,-0.0052172,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1327,143.7614,
4.9835,73.7945,45.2586,611.3203,0.17848,0.11449,0.97726,17.1778,10.5653,119.3497,-0.0081835,0.014111,-0.0001595,0.089288,0.073438,-10.3688,0.26063,-0.35902,-0.0055377,0.016037,0.01609,0.39525,0.40314,0.33157,-46.8153,0.24226,-0.33371,-0.0051474,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13263,143.7678,
5.0014,74.1027,45.4481,613.4594,0.17867,0.1146,0.97721,17.1794,10.5666,119.164,-0.0035347,0.0077019,-0.00025778,0.08755,0.071936,-10.3663,0.25735,-0.35508,-0.0054143,0.015941,0.015968,0.39525,0.39529,0.32479,-46.8039,0.23921,-0.33006,-0.0050327,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13257,143.7742,
5.0193,74.4108,45.6377,615.5951,0.17875,0.11462,0.97719,17.1809,10.5679,118.9782,0.0010351,0.0013916,-0.00035344,0.084313,0.069343,-10.3633,0.25184,-0.34805,-0.0052442,0.015703,0.015705,0.39525,0.38068,0.31308,-46.7901,0.23409,-0.32352,-0.0048746,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13251,143.7806,
5.0373,74.719,45.8272,617.7276,0.17873,0.11456,0.97721,17.1824,10.5691,118.7926,0.0054865,-0.0047656,-0.00044565,0.07963,0.065699,-10.3597,0.24416,-0.33802,-0.0050297,0.015327,0.015304,0.39525,0.35953,0.29663,-46.7742,0.22695,-0.3142,-0.0046752,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13245,143.787,
5.0546,75.0173,46.0107,619.7879,0.1786,0.11443,0.97725,17.1837,10.5702,118.613,0.0096458,-0.010529,-0.00053086,0.073783,0.06122,-10.3559,0.23478,-0.3256,-0.0047819,0.014836,0.014789,0.39525,0.33313,0.27641,-46.7567,0.21823,-0.30265,-0.0044449,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13239,143.7932,
5.072,75.3155,46.1942,621.8451,0.17837,0.11423,0.97731,17.1849,10.5712,118.4334,0.013626,-0.016054,-0.00061144,0.066709,0.055853,-10.3516,0.22357,-0.31064,-0.0044973,0.014224,0.014155,0.39525,0.30119,0.25218,-46.7375,0.20782,-0.28875,-0.0041803,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13233,143.7993,
5.0893,75.6138,46.3777,623.8992,0.17806,0.11396,0.9774,17.186,10.5722,118.254,0.017397,-0.021299,-0.00068677,0.058487,0.049658,-10.347,0.21067,-0.29331,-0.0041786,0.013498,0.013408,0.39525,0.26407,0.2242,-46.7166,0.19582,-0.27263,-0.0038841,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13227,143.8055,
5.1067,75.9121,46.5612,625.9502,0.17765,0.11364,0.97751,17.187,10.573,118.0746,0.02093,-0.026223,-0.00075631,0.049199,0.042695,-10.342,0.19619,-0.27378,-0.0038287,0.012663,0.012553,0.39525,0.22213,0.19277,-46.6941,0.18236,-0.25448,-0.0035588,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13222,143.8116,
5.1243,76.2138,46.7467,628.0209,0.17716,0.11325,0.97764,17.1877,10.5736,117.8933,0.024234,-0.03084,-0.0008202,0.038817,0.034945,-10.3367,0.18009,-0.25199,-0.0034465,0.011717,0.011589,0.39525,0.17526,0.15778,-46.67,0.1674,-0.23423,-0.0032036,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13216,143.8178,
5.1418,76.5154,46.9323,630.0885,0.1766,0.1128,0.9778,17.1883,10.5742,117.7121,0.027244,-0.035058,-0.00087715,0.02754,0.026555,-10.331,0.16269,-0.22836,-0.0030393,0.010678,0.010532,0.39525,0.12434,0.1199,-46.6446,0.15122,-0.21226,-0.002825,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1321,143.824,
5.1594,76.8171,47.1179,632.1528,0.17597,0.11231,0.97797,17.1887,10.5746,117.531,0.029938,-0.038846,-0.00092675,0.015475,0.017604,-10.3252,0.14414,-0.20311,-0.0026106,0.0095528,0.0093913,0.39525,0.06987,0.079482,-46.6182,0.13398,-0.18879,-0.0024266,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13204,143.8301,
5.1769,77.1188,47.3035,634.214,0.17527,0.11177,0.97815,17.1889,10.5748,117.3501,0.032298,-0.042179,-0.00096868,0.0027317,0.0081737,-10.3192,0.12461,-0.17646,-0.0021643,0.0083528,0.0081776,0.39525,0.012333,0.036904,-46.591,0.11582,-0.16403,-0.0020118,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13198,143.8363,
5.1952,77.4326,47.4966,636.3546,0.17449,0.11117,0.97836,17.1888,10.5749,117.1619,0.034381,-0.045138,-0.0010039,-0.011121,-0.0020537,-10.3127,0.10344,-0.14753,-0.0016855,0.007036,0.0068485,0.39525,-0.050209,-0.0092725,-46.562,0.096151,-0.13713,-0.0015667,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13192,143.8427,
5.2134,77.7464,47.6896,638.4918,0.17367,0.11054,0.97858,17.1885,10.5747,116.9739,0.036071,-0.04756,-0.0010302,-0.025451,-0.012612,-10.3062,0.081608,-0.11763,-0.0011961,0.005661,0.0054636,0.39525,-0.11491,-0.056942,-46.5325,0.075856,-0.10934,-0.0011118,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13186,143.8491,
5.2317,78.0602,47.8827,640.6256,0.1728,0.10988,0.97881,17.1879,10.5744,116.786,0.037357,-0.049429,-0.0010475,-0.040125,-0.023402,-10.2996,0.059306,-0.087029,-0.00070053,0.0042406,0.0040354,0.39525,-0.18117,-0.10566,-46.5027,0.055126,-0.080895,-0.00065116,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1318,143.8555,
5.2499,78.3739,48.0757,642.7559,0.17191,0.1092,0.97904,17.187,10.5739,116.5982,0.038234,-0.050735,-0.0010557,-0.055011,-0.034327,-10.293,0.036736,-0.056011,-0.00020323,0.0027876,0.002577,0.39525,-0.24837,-0.15499,-46.4729,0.034147,-0.052063,-0.0001889,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13174,143.8618,
5.2697,78.7129,48.2842,645.0534,0.17092,0.10845,0.9793,17.1857,10.5731,116.3955,0.038718,-0.051507,-0.0010545,-0.071175,-0.046169,-10.2859,0.012283,-0.022348,0.00033103,0.001198,0.0009855,0.39525,-0.32136,-0.20845,-46.4408,0.011418,-0.020773,0.0003077,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13167,143.8687,
5.2894,79.0518,48.4928,647.347,0.16993,0.1077,0.97955,17.1842,10.5721,116.1929,0.03872,-0.051617,-0.0010427,-0.087334,-0.057978,-10.2793,-0.012,0.011139,0.00085696,0.00042668,0.00063634,0.39525,-0.39431,-0.26177,-46.411,-0.011154,0.010354,0.00079655,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13161,143.8756,
5.3091,79.3907,48.7012,649.6366,0.16894,0.10695,0.97981,17.1823,10.5708,115.9904,0.038247,-0.051071,-0.0010207,-0.10345,-0.069715,-10.274,-0.035872,0.044117,0.0013694,0.0020045,0.0022172,0.39525,-0.46708,-0.31476,-46.387,-0.033344,0.041008,0.0012729,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13154,143.8824,
5.3288,79.7296,48.9097,651.9221,0.16796,0.10622,0.98005,17.1801,10.5693,115.7881,0.037309,-0.049882,-0.00098883,-0.11916,-0.081136,-10.2688,-0.059103,0.076267,0.0018634,0.0035704,0.0037786,0.39525,-0.53803,-0.36633,-46.3637,-0.054937,0.070892,0.0017321,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13148,143.8892,
5.3521,80.1288,49.1553,654.6101,0.16685,0.10538,0.98033,17.1771,10.5673,115.5498,0.035628,-0.047684,-0.00093906,-0.13696,-0.094039,-10.2629,-0.085357,0.11268,0.0024157,0.0053649,0.0055643,0.39525,-0.61835,-0.42459,-46.3371,-0.07934,0.10473,0.0022454,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1314,143.8973,
5.3753,80.5279,49.4008,657.2926,0.1658,0.10459,0.9806,17.1737,10.5649,115.3116,0.033354,-0.044662,-0.00087687,-0.15374,-0.10618,-10.2573,-0.11008,0.14704,0.0029289,0.0070806,0.0072677,0.39525,-0.69413,-0.47941,-46.3119,-0.10232,0.13668,0.0027225,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13132,143.9053,
5.3985,80.927,49.6463,659.9696,0.16483,0.10386,0.98084,17.17,10.5623,115.0735,0.030526,-0.040869,-0.00080326,-0.1693,-0.11741,-10.252,-0.13296,0.17893,0.0033967,0.0086947,0.0088663,0.39525,-0.76439,-0.53011,-46.2879,-0.12358,0.16632,0.0031573,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13125,143.9133,
5.4218,81.3259,49.8918,662.641,0.16395,0.1032,0.98106,17.1659,10.5595,114.8356,0.027191,-0.036367,-0.00071939,-0.18345,-0.12759,-10.247,-0.15372,0.20796,0.0038135,0.010186,0.010339,0.39525,-0.82827,-0.57606,-46.2654,-0.14289,0.1933,0.0035447,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13117,143.9213,
5.443,81.69,50.1157,665.0746,0.16324,0.10266,0.98123,17.1619,10.5567,114.6185,0.023747,-0.031699,-0.00063489,-0.19499,-0.13586,-10.2428,-0.17063,0.23169,0.0041454,0.011425,0.011559,0.39525,-0.88038,-0.6134,-46.2462,-0.1586,0.21536,0.0038532,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1311,143.9286,
5.4642,82.054,50.3396,667.5037,0.16263,0.10221,0.98138,17.1576,10.5537,114.4014,0.019967,-0.026558,-0.00054387,-0.2051,-0.14308,-10.2388,-0.18543,0.25254,0.0044278,0.012533,0.012646,0.39525,-0.92604,-0.64599,-46.2283,-0.17236,0.23474,0.0041157,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13104,143.9358,
5.4854,82.4179,50.5635,669.9282,0.16214,0.10183,0.9815,17.1532,10.5506,114.1845,0.015896,-0.021007,-0.00044741,-0.2137,-0.14917,-10.2352,-0.19798,0.27033,0.0046581,0.013499,0.013589,0.39525,-0.96484,-0.67352,-46.2118,-0.18402,0.25128,0.0043298,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.13097,143.9431,
5.5066,82.7818,50.7872,672.3481,0.16176,0.10154,0.98159,17.1486,10.5474,113.9677,0.011584,-0.015112,-0.00034663,-0.2207,-0.15411,-10.2318,-0.20819,0.28493,0.0048348,0.014314,0.014379,0.39525,-0.99647,-0.69579,-46.1965,-0.19352,0.26484,0.004494,0,4.515,0.68988,0.92952,0.92952,0.0063989,3.0039,2.2437,0.1309,143.9503,
