Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
0.69603,2.0705,1.1999,24.5358,0.096416,0.058887,0.9936,6.9348,4.0574,79.9078,-0.081496,0.11218,0.0012736,14.4452,8.8063,140.6437,-0.20221,0.28262,0.002335,0.033069,0.032335,0.42753,69.2565,42.2212,674.3044,-0.20473,0.28625,0.0028977,726.9584,4.7944,0.6576,1.0127,1.0127,0.0064891,3.0039,2.2437,0.15068,142.0134,
0.7143,2.1998,1.2756,26.0206,0.098499,0.060403,0.9933,7.2175,4.2297,82.6579,-0.085324,0.11754,0.0013417,14.8557,9.0951,141.4903,-0.19085,0.26744,0.0015769,0.029596,0.028855,0.42642,71.0731,43.5132,676.9229,-0.19262,0.27014,0.0026668,729.7748,4.7842,0.65871,1.0099,1.0099,0.0064858,3.0039,2.2437,0.15063,142.0178,
0.73256,2.3343,1.3544,27.556,0.10068,0.061987,0.99299,7.5085,4.4078,85.4297,-0.088937,0.1226,0.0013589,15.2796,9.3943,142.2687,-0.17668,0.24875,0.0025733,0.026143,0.025397,0.4253,72.945,44.8484,679.1932,-0.17794,0.25048,0.0024058,732.2599,4.774,0.65983,1.007,1.007,0.0064825,3.0039,2.2437,0.15058,142.0224,
0.75083,2.4742,1.4366,29.1421,0.10294,0.063633,0.99265,7.808,4.5919,88.2221,-0.092281,0.1273,0.0013801,15.7165,9.7034,142.984,-0.15978,0.22623,0.0031754,0.022709,0.021961,0.42417,74.8695,46.2246,681.1426,-0.16054,0.22708,0.0020989,734.44,4.7638,0.66096,1.0041,1.0041,0.0064792,3.0039,2.2437,0.15053,142.0271,
0.75622,2.5165,1.4615,29.6196,0.10363,0.06413,0.99255,7.898,4.6474,89.0493,-0.093206,0.12861,0.0013977,15.8474,9.7962,143.1812,-0.15429,0.2188,0.0028719,0.021701,0.020953,0.42384,75.4454,46.637,681.6487,-0.15488,0.21945,0.0019969,735.0171,4.7607,0.66129,1.0032,1.0032,0.0064782,3.0039,2.2437,0.15051,142.0286,
0.76161,2.5593,1.4867,30.1015,0.10432,0.064632,0.99244,7.9888,4.7034,89.8781,-0.094103,0.12988,0.0014136,15.9794,9.8897,143.3729,-0.14854,0.21102,0.0026028,0.020695,0.019947,0.4235,76.0252,47.0525,682.1268,-0.14897,0.21147,0.0018912,735.5677,4.7577,0.66163,1.0023,1.0023,0.0064772,3.0039,2.2437,0.1505,142.03,
0.76699,2.6025,1.5122,30.5879,0.10501,0.065138,0.99234,8.0804,4.7599,90.7086,-0.094969,0.13111,0.0014282,16.1124,9.9841,143.5605,-0.14254,0.20289,0.0023625,0.019691,0.018944,0.42317,76.6092,47.4712,682.5839,-0.14281,0.20315,0.0017817,736.0996,4.7547,0.66196,1.0015,1.0015,0.0064763,3.0039,2.2437,0.15048,142.0315,
0.77238,2.6463,1.538,31.0788,0.10572,0.065649,0.99223,8.1727,4.817,91.5406,-0.095802,0.13229,0.0014416,16.2459,10.0789,143.7382,-0.13626,0.19439,0.0021432,0.018689,0.017943,0.42283,77.1946,47.8913,682.9924,-0.1364,0.19448,0.0016684,736.5861,4.7516,0.6623,1.0006,1.0006,0.0064753,3.0039,2.2437,0.15046,142.0329,
0.77536,2.6707,1.5524,31.3519,0.10611,0.065933,0.99217,8.2241,4.8488,92.001,-0.096249,0.13293,0.0014485,16.3202,10.1317,143.8363,-0.13269,0.18954,0.0020285,0.018137,0.017391,0.42265,77.5206,48.1253,683.2174,-0.13275,0.18954,0.0016042,736.8549,4.75,0.66248,1.0001,1.0001,0.0064747,3.0039,2.2437,0.15045,142.0337,
0.77833,2.6953,1.5669,31.6264,0.1065,0.066218,0.99211,8.2757,4.8808,92.4619,-0.096684,0.13355,0.0014551,16.3949,10.1847,143.933,-0.12902,0.18458,0.0019181,0.017585,0.01684,0.42246,77.8477,48.3601,683.4351,-0.12902,0.18449,0.0015388,737.1169,4.7483,0.66267,0.99965,0.99965,0.0064742,3.0039,2.2437,0.15044,142.0346,
0.78131,2.72,1.5814,31.9023,0.1069,0.066504,0.99204,8.3275,4.9129,92.9232,-0.097109,0.13416,0.0014613,16.4693,10.2377,144.0236,-0.12528,0.17951,0.0018115,0.017035,0.01629,0.42228,78.1735,48.5942,683.6238,-0.12522,0.17934,0.0014722,737.3502,4.7466,0.66286,0.99917,0.99917,0.0064737,3.0039,2.2437,0.15044,142.0354,
0.78429,2.7449,1.5961,32.1796,0.10729,0.066792,0.99198,8.3796,4.9452,93.385,-0.097524,0.13475,0.0014673,16.5442,10.2909,144.1143,-0.12146,0.17432,0.001708,0.016485,0.015741,0.42209,78.501,48.8296,683.812,-0.12133,0.17408,0.0014044,737.5835,4.7449,0.66304,0.99869,0.99869,0.0064731,3.0039,2.2437,0.15043,142.0362,
0.78726,2.7699,1.6109,32.4582,0.10769,0.067081,0.99192,8.432,4.9777,93.8473,-0.097922,0.13532,0.0014729,16.6194,10.3444,144.2049,-0.11755,0.16903,0.0016064,0.015935,0.015192,0.4219,78.8302,49.0661,683.9996,-0.11737,0.16871,0.0013354,737.8168,4.7432,0.66323,0.99821,0.99821,0.0064726,3.0039,2.2437,0.15042,142.0371,
0.79024,2.795,1.6257,32.7382,0.10809,0.067371,0.99186,8.4845,5.0103,94.3099,-0.098319,0.13589,0.0014783,16.6951,10.3982,144.2951,-0.11356,0.16361,0.0015083,0.015387,0.014645,0.42172,79.1608,49.3037,684.1853,-0.11333,0.16323,0.0012652,738.0486,4.7416,0.66342,0.99773,0.99773,0.006472,3.0039,2.2437,0.15041,142.0379,
0.79321,2.8204,1.6407,33.0196,0.10849,0.067663,0.99179,8.5373,5.0431,94.773,-0.098725,0.13647,0.0014836,16.7587,10.4438,144.3521,-0.12173,0.17562,0.0015552,0.01484,0.014098,0.42153,79.4341,49.5026,684.2129,-0.12142,0.17512,0.0013363,738.2462,4.7399,0.6636,0.99725,0.99725,0.0064715,3.0039,2.2437,0.1504,142.0387,
0.79619,2.8459,1.6558,33.3024,0.1089,0.067955,0.99173,8.5903,5.076,95.2365,-0.099132,0.13705,0.0014889,16.8344,10.4978,144.4346,-0.11732,0.16964,0.0014542,0.014293,0.013552,0.42134,79.7649,49.7406,684.361,-0.11696,0.16907,0.0012585,738.4439,4.7382,0.66379,0.99676,0.99676,0.0064709,3.0039,2.2437,0.15039,142.0396,
0.79879,2.8683,1.669,33.5509,0.10925,0.068212,0.99167,8.6369,5.105,95.6424,-0.099474,0.13755,0.0014932,16.901,10.5452,144.5067,-0.11337,0.16429,0.001367,0.013815,0.013075,0.42118,80.0557,49.9499,684.4901,-0.11298,0.16368,0.0011892,738.6168,4.7367,0.66396,0.99634,0.99634,0.0064705,3.0039,2.2437,0.15038,142.0403,
0.8014,2.8908,1.6823,33.8005,0.10961,0.06847,0.99161,8.6837,5.1341,96.0486,-0.099807,0.13802,0.0014973,16.9679,10.5929,144.5788,-0.10936,0.15884,0.0012804,0.013338,0.012599,0.42101,80.3477,50.16,684.6187,-0.10893,0.15818,0.0011188,738.7898,4.7353,0.66412,0.99592,0.99592,0.00647,3.0039,2.2437,0.15037,142.0411,
0.804,2.9135,1.6958,34.0511,0.10996,0.068728,0.99156,8.7307,5.1634,96.4551,-0.10013,0.13849,0.0015011,17.0348,10.6405,144.647,-0.10526,0.15329,0.0011942,0.012861,0.012123,0.42085,80.639,50.3698,684.7285,-0.1048,0.15259,0.0010472,738.9441,4.7338,0.66428,0.99549,0.99549,0.0064695,3.0039,2.2437,0.15037,142.0418,
0.80661,2.9363,1.7092,34.3028,0.11032,0.068988,0.9915,8.7779,5.1928,96.862,-0.10044,0.13894,0.0015048,17.1016,10.6881,144.7124,-0.10109,0.14762,0.0011082,0.012385,0.011649,0.42068,80.93,50.5795,684.8253,-0.1006,0.14689,0.00097452,739.0858,4.7323,0.66445,0.99507,0.99507,0.0064691,3.0039,2.2437,0.15036,142.0426,
0.81385,3.0004,1.7472,35.0087,0.11132,0.069713,0.99134,8.9101,5.2752,97.9956,-0.10125,0.14012,0.0015139,17.2889,10.8217,144.8943,-0.089071,0.1313,0.0008625,0.011066,0.010332,0.42023,81.7458,51.1673,685.0924,-0.088537,0.13049,0.00076628,739.4801,4.7282,0.66491,0.99389,0.99389,0.0064677,3.0039,2.2437,0.15033,142.0447,
0.8211,3.0654,1.7857,35.7228,0.11233,0.070444,0.99117,9.0439,5.3587,99.1315,-0.10197,0.14118,0.0015212,17.4766,10.9556,145.0601,-0.076448,0.11414,0.0006176,0.0097529,0.0090232,0.41977,82.5616,51.7556,685.2812,-0.075897,0.11331,0.00054925,739.7986,4.7241,0.66537,0.9927,0.9927,0.0064664,3.0039,2.2437,0.15031,142.0468,
0.82834,3.1314,1.8248,36.4452,0.11335,0.07118,0.991,9.1791,5.4433,100.2698,-0.1026,0.14211,0.0015265,17.6656,11.0905,145.22,-0.063214,0.096139,0.00037999,0.0084472,0.007722,0.41931,83.3822,52.3474,685.4413,-0.062684,0.09532,0.0003235,740.0913,4.72,0.66583,0.99152,0.99152,0.0064651,3.0039,2.2437,0.15029,142.049,
0.83559,3.1984,1.8646,37.1758,0.11437,0.07192,0.99083,9.3158,5.5289,101.4102,-0.10313,0.14291,0.00153,17.8547,11.2256,145.3643,-0.049368,0.077286,0.00013723,0.0071497,0.0064297,0.41885,84.2013,52.9388,685.5261,-0.048896,0.076535,8.9008e-05,740.3111,4.7159,0.66629,0.99033,0.99033,0.0064638,3.0039,2.2437,0.15026,142.0512,
0.84912,3.3263,1.9405,38.5628,0.11629,0.07331,0.99051,9.5752,5.6917,103.5463,-0.10385,0.14403,0.0015395,18.2093,11.479,145.6086,-0.021897,0.039764,-0.00062876,0.0047514,0.0040431,0.41798,85.7337,54.0458,685.5614,-0.021607,0.039309,-0.00037414,740.6057,4.7082,0.66715,0.9881,0.9881,0.0064613,3.0039,2.2437,0.15022,142.0553,
